"DateTime","Index","Count"
"2017-12-17 00:00:00",-0.30000001192092896
"2017-12-28 00:00:00",-0.30000001192092896
"2017-12-30 00:00:00",0.699999988079071
"2018-01-01 00:00:00",-0.10000000149011612,26
"2018-01-02 00:00:00",0.20000000298023224
"2018-01-03 00:00:00",-0.14999999850988388
"2018-01-04 00:00:00",0.30000001192092896
"2018-01-08 00:00:00",0.699999988079071
"2018-01-14 00:00:00",0.10000000149011612
"2018-01-15 00:00:00",0.10000000149011612
"2018-01-18 00:00:00",-0.10000000149011612
"2018-01-19 00:00:00",0.05000000074505806
"2018-01-22 00:00:00",-0.30000001192092896
