,bp_plc,chevron_corporation,conocophillips,exxon_mobil_corporation,marathon_oil_corporation,marathon_petroleum_corporation,occidental_petroleum_corporation,phillips_66,pioneer_natural_resources_company,valero_energy_corporation
2018-04-27,126.62,126.62,64.95,77.79,18.11,81.43,77.04,111.34,199.29,109.78
2018-04-30,125.11,125.11,65.5,77.75,18.25,74.91,77.26,111.31,201.55,110.93
2018-05-01,124.86,124.86,65.71,76.95,18.2,72.9,76.58,111.85,198.86,110.72
2018-05-02,125.49,125.49,65.45,76.8,18.3,75.84,76.83,114.52,196.33,112.25
2018-05-03,126.01,126.01,65.99,76.54,19.44,77.46,77.29,115.59,192.14,113.37
2018-05-04,125.53,125.53,66.86,76.9,19.72,76.94,77.71,115.61,194.19,113.39
2018-05-07,124.94,124.94,66.77,77.74,19.77,76.5,77.28,115.41,195.8,113.67
2018-05-08,126.57,126.57,67.74,78.09,20.44,75.31,78.2,116.25,197.65,113.19
2018-05-09,128.72,128.72,68.7,79.93,21.26,77.11,82.4,117.5,201.52,114.82
2018-05-10,128.82,128.82,69.34,81.72,21.14,77.54,83.86,117.96,203.19,114.49
2018-05-11,129.84,129.84,69.44,81.28,21.0,77.33,84.97,117.76,202.17,114.63
2018-05-14,130.39,130.39,69.59,81.83,21.42,78.34,84.89,118.29,201.62,115.87
2018-05-15,129.74,129.74,70.09,81.79,21.27,77.29,84.27,118.32,203.05,115.9
2018-05-16,129.56,129.56,69.85,82.02,21.18,76.73,84.26,118.16,206.08,114.99
2018-05-17,129.46,129.46,70.66,81.88,21.65,80.71,86.16,121.87,212.31,119.71
2018-05-18,127.86,127.86,70.66,81.3,21.41,79.53,86.16,120.33,209.64,120.56
2018-05-21,129.37,129.37,70.66,82.28,21.9,78.85,85.79,121.44,209.84,122.06
2018-05-22,128.23,128.23,70.13,81.64,21.54,78.49,84.95,118.75,202.68,120.15
2018-05-23,128.7,128.7,69.12,82.15,21.63,78.87,85.33,118.95,199.5,121.05
2018-05-24,126.61,126.61,68.45,80.27,21.47,79.11,83.86,118.82,193.23,121.88
2018-05-25,122.19,122.19,65.47,78.71,20.71,77.0,82.4,115.6,190.64,118.73
2018-05-28,,,,,,,,,,
2018-05-29,121.39,121.39,65.71,78.42,20.68,77.61,81.83,116.81,190.88,119.47
2018-05-30,125.16,125.16,68.05,81.5,21.53,79.55,84.07,119.18,196.62,122.21
2018-05-31,124.3,124.3,67.39,81.24,21.43,79.03,84.2,116.49,193.1,121.2
2018-06-01,123.85,123.85,68.29,81.83,21.52,81.92,85.1,119.0,191.91,123.78
2018-06-04,122.26,122.26,67.9,80.97,21.08,81.93,85.36,119.2,190.65,124.44
2018-06-05,122.73,122.73,67.56,80.68,20.58,80.33,85.51,118.83,191.16,123.33
2018-06-06,123.38,123.38,67.88,82.06,20.7,78.76,86.46,116.65,190.98,121.2
2018-06-07,126.96,126.96,69.48,82.88,21.1,79.15,86.48,117.44,195.42,121.49
2018-06-08,126.44,126.44,69.43,83.6,20.99,78.99,85.47,116.84,193.24,119.72
2018-06-11,127.56,127.56,70.49,83.1,21.47,77.77,86.15,117.02,191.54,120.57
2018-06-12,127.08,127.08,69.43,82.42,21.36,75.46,84.93,115.55,192.95,118.02
2018-06-13,127.07,127.07,69.62,81.51,21.47,74.88,84.33,115.75,192.86,117.88
2018-06-14,126.51,126.51,68.13,81.89,21.12,75.19,84.35,115.55,191.45,116.82
2018-06-15,124.04,124.04,65.36,80.66,19.99,73.56,83.33,114.3,184.2,115.18
2018-06-18,125.97,125.97,66.6,80.82,20.32,74.79,83.79,114.94,184.6,116.54
2018-06-19,125.54,125.54,66.26,80.7,20.53,74.52,82.58,114.58,180.14,116.62
2018-06-20,125.29,125.29,66.26,80.45,20.53,73.82,83.24,114.59,183.24,115.73
2018-06-21,122.59,122.59,65.11,79.69,19.92,72.48,82.09,111.45,178.02,111.22
2018-06-22,125.1,125.1,67.78,81.38,21.48,72.62,83.33,112.02,185.65,112.24
2018-06-25,122.61,122.61,66.14,79.74,20.3,69.97,81.35,110.45,182.27,109.26
2018-06-26,124.16,124.16,67.34,80.64,20.73,70.54,82.68,110.81,186.28,110.25
2018-06-27,126.0,126.0,68.74,81.71,21.22,69.2,83.77,110.71,192.8,109.52
2018-06-28,125.66,125.66,68.41,81.97,20.7,69.49,83.4,111.74,188.85,109.11
2018-06-29,126.43,126.43,69.62,82.73,20.86,70.16,83.68,112.31,189.24,110.83
2018-07-02,124.25,124.25,68.59,81.76,20.66,70.27,82.52,110.61,185.21,109.23
2018-07-03,124.73,124.73,69.56,82.24,21.27,70.82,83.86,110.51,186.19,108.17
2018-07-04,,,,,,,,,,
2018-07-05,123.98,123.98,68.93,82.31,20.7,69.6,84.19,110.15,183.33,107.53
2018-07-06,124.14,124.14,69.65,82.33,21.09,70.2,84.25,111.18,185.02,107.83
2018-07-09,125.99,125.99,71.0,82.9,21.91,71.82,85.25,112.59,189.24,109.27
2018-07-10,127.59,127.59,71.74,83.66,21.98,71.87,85.7,113.19,189.82,108.62
2018-07-11,123.52,123.52,70.05,82.59,21.3,69.96,83.93,110.66,182.59,106.36
2018-07-12,124.26,124.26,71.45,82.69,21.43,70.51,84.56,111.14,182.36,106.79
2018-07-13,124.04,124.04,72.0,83.31,21.48,71.74,83.64,111.81,184.55,107.34
2018-07-16,122.98,122.98,70.58,82.49,20.04,71.42,82.53,111.32,183.0,106.3
2018-07-17,121.91,121.91,70.28,82.31,20.06,71.7,82.69,111.06,182.64,106.09
2018-07-18,121.53,121.53,70.35,82.22,20.37,72.56,82.96,110.9,182.24,106.65
2018-07-19,121.67,121.67,69.69,82.01,20.54,72.86,82.98,110.9,182.97,107.0
2018-07-20,122.27,122.27,70.01,81.4,20.48,72.52,83.08,110.36,180.95,106.21
2018-07-23,121.33,121.33,69.98,81.4,20.46,73.0,82.45,110.44,181.31,106.28
2018-07-24,123.85,123.85,70.85,83.01,20.85,73.74,83.46,111.22,187.17,107.27
2018-07-25,124.9,124.9,71.51,83.59,21.18,74.72,84.33,112.35,188.65,109.33
2018-07-26,123.95,123.95,71.8,84.24,21.24,80.16,84.16,116.0,188.45,116.83
2018-07-27,125.97,125.97,71.45,81.92,20.83,80.99,83.47,118.79,186.02,116.35
2018-07-30,127.83,127.83,72.27,81.74,21.11,81.5,83.31,122.15,191.27,117.26
2018-07-31,126.27,126.27,72.17,81.51,21.12,80.83,83.93,123.34,189.27,118.35
2018-08-01,125.39,125.39,71.81,80.39,20.31,80.76,82.64,123.01,187.66,116.78
2018-08-02,123.76,123.76,71.56,79.91,20.83,79.73,82.24,122.05,188.58,115.33
2018-08-03,124.05,124.05,71.29,80.2,20.54,79.09,82.29,121.66,184.11,115.38
2018-08-06,124.3,124.3,71.73,80.18,20.61,79.84,82.3,122.54,186.11,114.89
2018-08-07,125.18,125.18,72.9,81.27,20.72,81.27,81.94,122.72,186.57,116.71
2018-08-08,123.88,123.88,71.39,80.73,20.14,81.69,81.2,122.98,188.03,115.9
2018-08-09,122.53,122.53,71.75,80.32,20.09,80.75,77.79,122.18,185.65,115.14
2018-08-10,123.34,123.34,71.94,79.42,20.38,80.93,78.78,122.59,186.14,115.37
2018-08-13,122.44,122.44,71.07,78.56,20.08,80.09,78.14,121.57,183.12,114.79
2018-08-14,122.58,122.58,72.15,78.31,20.45,80.11,79.66,120.94,183.34,115.05
2018-08-15,117.94,117.94,67.82,76.94,19.0,77.18,76.93,115.38,173.69,111.52
2018-08-16,117.66,117.66,69.41,78.0,19.32,76.69,78.02,114.94,173.09,111.32
2018-08-17,117.8,117.8,69.77,78.26,19.83,77.11,78.55,115.44,173.2,111.0
2018-08-20,117.75,117.75,70.52,78.81,19.98,78.76,79.01,116.08,172.51,113.4
2018-08-21,117.94,117.94,70.89,78.83,20.21,79.01,78.89,116.51,173.74,114.14
2018-08-22,118.92,118.92,72.0,79.96,20.87,80.21,79.33,117.02,176.05,115.68
2018-08-23,118.1,118.1,72.05,79.08,20.78,81.62,78.98,118.37,174.86,118.06
2018-08-24,119.01,119.01,72.61,79.62,20.61,83.82,79.34,119.25,176.04,120.55
2018-08-27,120.35,120.35,72.84,80.4,20.87,83.68,80.21,120.03,177.39,121.21
2018-08-28,119.86,119.86,72.05,80.28,20.7,83.91,80.11,119.75,175.79,120.39
2018-08-29,120.22,120.22,73.54,80.86,21.77,83.72,80.23,120.44,175.62,120.61
2018-08-30,119.81,119.81,73.56,80.51,21.63,83.12,80.13,119.55,174.74,119.05
2018-08-31,118.46,118.46,73.43,80.17,21.51,82.29,79.87,118.51,174.7,117.88
2018-09-03,,,,,,,,,,
2018-09-04,118.87,118.87,73.11,80.29,21.06,84.28,79.27,118.96,171.1,120.24
2018-09-05,118.92,118.92,73.0,81.36,21.21,83.94,79.14,117.99,169.22,116.91
2018-09-06,115.23,115.23,70.54,80.46,20.36,82.8,77.57,116.7,164.63,116.07
2018-09-07,114.6,114.6,70.22,81.83,20.52,82.51,76.65,114.3,162.19,115.08
2018-09-10,114.48,114.48,71.15,81.71,20.35,82.43,76.88,113.95,163.22,115.25
2018-09-11,115.02,115.02,71.47,82.86,20.54,83.52,77.12,112.55,166.42,115.1
2018-09-12,115.79,115.79,71.97,83.13,20.56,84.2,75.74,112.16,169.97,116.31
2018-09-13,116.3,116.3,72.55,82.32,20.67,84.09,76.64,113.02,170.17,116.83
2018-09-14,117.38,117.38,73.5,82.92,20.88,84.34,77.58,113.6,170.43,117.13
2018-09-17,117.51,117.51,74.24,83.41,20.87,83.82,77.6,112.81,171.11,115.46
2018-09-18,118.13,118.13,75.04,83.63,21.5,83.97,78.88,113.3,173.79,115.33
2018-09-19,119.51,119.51,75.53,84.63,21.76,80.54,79.38,109.36,174.0,109.7
2018-09-20,119.42,119.42,75.36,84.82,21.55,81.93,79.23,110.33,171.39,110.48
2018-09-21,121.13,121.13,76.28,85.17,21.86,83.37,79.6,111.66,172.52,112.24
2018-09-24,122.62,122.62,77.06,86.6,22.34,85.79,80.75,113.46,174.85,114.96
2018-09-25,123.37,123.37,78.11,86.5,22.49,85.05,81.31,114.88,177.38,116.76
2018-09-26,121.95,121.95,77.28,85.78,22.44,84.53,81.01,113.89,174.0,116.52
2018-09-27,122.47,122.47,77.52,85.77,22.73,83.04,81.17,112.88,172.0,115.29
2018-09-28,122.28,122.28,77.4,85.02,23.28,79.97,82.17,112.72,174.19,113.75
2018-10-01,124.39,124.39,79.89,85.81,23.86,82.43,83.13,114.48,178.22,113.88
2018-10-02,124.74,124.74,78.28,86.46,23.51,83.28,82.87,114.69,178.19,115.52
2018-10-03,125.31,125.31,78.57,86.15,23.99,86.39,82.45,118.47,183.57,119.99
2018-10-04,124.95,124.95,78.28,85.58,23.72,85.27,82.18,117.7,181.18,117.22
2018-10-05,125.33,125.33,78.39,85.34,23.41,84.51,81.4,118.37,183.38,117.11
2018-10-08,124.84,124.84,78.28,86.13,22.88,83.86,81.75,118.14,181.84,116.18
2018-10-09,126.82,126.82,79.4,86.51,22.93,83.76,82.23,117.68,187.92,115.66
2018-10-10,122.6,122.6,75.09,84.52,21.16,80.65,77.92,113.05,179.3,110.84
2018-10-11,118.43,118.43,72.79,81.6,19.96,78.73,76.53,109.46,171.66,106.89
2018-10-12,117.77,117.77,73.83,81.38,20.52,80.08,76.96,109.46,173.54,108.25
2018-10-15,116.94,116.94,73.27,80.82,20.84,77.79,72.24,107.21,173.29,103.79
2018-10-16,117.51,117.51,73.8,81.2,21.18,80.07,73.12,109.86,173.56,105.91
2018-10-17,117.29,117.29,72.48,81.5,20.89,79.15,72.92,108.78,170.18,103.74
2018-10-18,117.47,117.47,72.59,81.85,20.55,78.82,71.9,109.12,167.9,103.39
2018-10-19,118.14,118.14,72.49,81.97,20.67,73.92,72.18,102.77,166.78,92.76
2018-10-22,117.21,117.21,72.05,81.15,20.46,74.13,72.29,103.15,163.02,92.85
2018-10-23,113.4,113.4,69.22,79.84,19.48,72.09,70.64,99.8,158.98,91.66
2018-10-24,110.21,110.21,65.69,77.62,18.35,68.06,68.23,95.3,149.98,86.69
2018-10-25,111.58,111.58,68.02,78.31,18.79,69.96,68.65,98.49,153.61,87.38
2018-10-26,111.53,111.53,68.48,77.53,18.69,68.86,67.91,99.45,149.66,85.79
2018-10-29,108.93,108.93,67.35,77.05,18.15,67.23,66.46,98.52,143.08,87.38
2018-10-30,110.85,110.85,69.52,78.78,18.68,68.8,67.55,102.06,145.78,90.1
2018-10-31,111.65,111.65,69.9,79.68,18.99,70.45,67.07,102.82,147.27,91.09
2018-11-01,111.17,111.17,69.58,80.67,18.61,71.08,68.35,102.5,149.58,92.51
2018-11-02,114.73,114.73,67.84,81.95,18.21,69.49,68.31,99.01,146.9,91.83
2018-11-05,118.94,118.94,69.03,81.64,18.69,69.76,69.95,100.52,148.28,91.15
2018-11-06,118.9,118.9,69.5,81.99,18.33,68.37,73.34,100.88,148.52,91.28
2018-11-07,120.87,120.87,70.03,83.03,18.51,69.82,73.72,103.12,161.71,92.59
2018-11-08,119.36,119.36,66.91,81.71,18.05,67.7,72.63,98.67,156.51,88.7
2018-11-09,119.51,119.51,66.73,80.87,17.84,67.18,73.55,99.74,159.82,87.58
2018-11-12,117.39,117.39,65.14,79.83,17.26,65.9,72.16,97.67,154.32,85.97
2018-11-13,115.35,115.35,63.72,78.0,16.47,64.17,70.78,94.8,150.3,83.57
2018-11-14,115.72,115.72,64.12,77.39,16.68,63.84,70.95,95.6,150.68,82.34
2018-11-15,116.95,116.95,65.21,78.19,17.15,65.36,72.59,96.23,154.86,83.27
2018-11-16,119.06,119.06,66.12,78.96,17.19,65.44,73.38,96.61,156.49,83.95
2018-11-19,119.42,119.42,66.44,79.22,17.12,63.41,73.36,94.9,157.18,80.69
2018-11-20,116.1,116.1,63.99,76.97,15.93,61.89,70.3,92.54,151.14,78.61
2018-11-21,117.57,117.57,65.48,77.56,16.41,63.73,72.08,93.65,153.96,79.2
2018-11-22,,,,,,,,,,
2018-11-23,113.6,113.6,63.8,75.49,15.65,61.73,69.83,89.0,147.17,77.03
2018-11-26,114.98,114.98,64.7,76.98,16.23,64.18,70.64,92.07,150.24,78.78
2018-11-27,115.21,115.21,65.28,77.05,16.1,63.74,69.38,91.26,147.12,77.43
