Date,Value_PHILLIPS 66,Value_BP P.L.C.,Value_VALERO ENERGY CORPORATION,Value_CHEVRON CORPORATION,Value_OCCIDENTAL PETROLEUM CORPORATION,Value_MARATHON OIL CORPORATION,Value_PIONEER NATURAL RESOURCES COMPANY,Value_CONOCOPHILLIPS,Value_EXXON MOBIL CORPORATION,Value_MARATHON PETROLEUM CORPORATION
2017-03-21,78.6,34.24,67.15,108.04,63.36,15.05,182.3,45.18,81.83,49.26
2017-03-22,78.83,33.99,67.57,108.39,63.51,15.02,182.33,44.65,81.76,49.57
2017-03-23,78.48,34.06,67.1,107.87,63.04,14.68,181.55,44.48,81.86,49.3
2017-03-24,77.27,33.78,65.78,107.99,62.83,14.61,180.91,44.1,81.23,48.87
2017-03-27,77.25,33.75,66.23,106.28,62.87,14.75,180.4,44.29,81.25,48.83
2017-03-28,77.92,33.92,66.29,107.17,63.4,15.23,185.37,45.38,81.84,49.03
2017-03-29,78.32,34.43,67.14,108.07,63.78,15.85,188.32,45.95,82.02,50.55
2017-03-30,78.59,34.52,66.23,107.78,64.27,15.85,182.48,50.0,83.7,50.14
2017-03-31,79.22,34.52,66.29,107.37,63.36,15.8,186.23,49.87,82.01,50.54
2017-04-03,78.29,34.4,66.23,107.8,63.74,15.82,185.48,49.45,82.07,49.94
2017-04-04,78.43,34.79,65.81,108.66,64.01,16.14,187.81,49.73,82.37,50.3
2017-04-05,77.57,34.59,65.09,108.64,63.43,15.98,188.3,49.11,82.53,49.44
2017-04-06,76.88,34.73,65.07,109.29,63.28,16.31,190.44,49.81,83.01,49.84
2017-04-07,77.15,34.85,65.57,108.86,62.99,16.26,189.83,49.54,82.76,50.02
2017-04-10,78.05,35.09,65.35,109.43,64.14,16.56,190.34,50.15,83.13,50.14
2017-04-11,77.88,35.37,65.63,108.97,64.98,16.6,189.95,50.15,82.84,50.43
2017-04-12,77.38,35.45,65.13,108.97,65.06,16.41,186.9,49.44,82.97,49.94
2017-04-13,76.67,34.99,64.68,106.1,64.09,15.91,182.06,48.62,81.69,49.24
2017-04-17,77.01,35.03,65.19,106.17,64.03,16.02,183.01,48.95,81.58,49.9
2017-04-18,75.93,34.67,64.15,105.68,62.7,15.74,180.63,48.69,81.05,48.94
2017-04-19,75.33,34.14,63.49,104.23,61.96,15.06,175.06,48.0,80.49,48.19
2017-04-20,75.75,34.15,64.1,104.88,61.93,15.09,174.44,47.95,81.01,48.54
2017-04-21,76.35,34.0,65.23,104.89,61.86,15.16,174.63,47.74,80.69,48.56
2017-04-24,77.51,34.45,66.82,105.93,62.07,15.15,175.72,47.91,81.11,50.19
2017-04-25,78.08,34.66,65.83,106.73,62.5,15.61,178.35,48.79,81.73,50.03
2017-04-26,78.11,34.66,64.9,106.08,62.43,15.31,176.91,48.34,81.4,49.6
2017-04-27,78.05,34.4,65.32,105.47,61.52,14.88,172.36,47.86,81.26,51.02
2017-04-28,79.56,34.32,64.61,106.7,61.54,14.87,172.99,47.91,81.65,50.94
2017-05-01,79.56,34.32,64.36,105.92,60.82,14.82,172.43,47.48,82.06,50.86
2017-05-02,79.26,34.75,64.49,105.36,60.04,14.64,170.44,46.7,82.05,51.42
2017-05-03,79.59,34.69,64.9,106.72,60.17,14.85,170.81,47.08,82.7,51.24
2017-05-04,78.24,34.32,64.37,104.81,58.02,14.17,165.63,45.92,81.64,49.56
2017-05-05,79.35,35.3,65.34,105.79,60.4,14.29,169.61,46.77,82.02,50.66
2017-05-08,79.64,35.43,66.11,106.68,60.6,14.59,172.46,47.13,82.89,51.34
2017-05-09,79.6,35.35,66.63,105.08,59.88,14.4,169.48,46.27,82.31,51.46
2017-05-10,79.75,35.01,66.68,106.5,61.33,14.7,171.27,47.61,81.91,52.34
2017-05-11,79.52,35.21,66.35,106.21,61.07,14.48,171.26,47.42,82.61,52.51
2017-05-12,79.79,35.39,66.42,105.96,60.87,14.33,171.64,46.97,82.55,52.67
2017-05-15,80.12,35.71,65.55,106.85,61.31,14.54,173.85,47.44,82.8,52.99
2017-05-16,78.54,36.24,64.54,107.25,60.53,14.43,174.79,47.13,82.55,52.48
2017-05-17,77.67,36.17,63.8,104.7,60.27,14.35,173.24,46.41,81.99,52.05
2017-05-18,77.55,36.51,63.54,105.17,60.29,14.12,172.75,46.42,81.75,51.94
2017-05-19,78.25,36.94,63.87,106.52,60.64,14.53,176.62,47.48,81.93,52.78
2017-05-22,78.55,36.96,63.84,106.12,60.59,14.44,173.56,46.93,82.29,52.98
2017-05-23,78.14,36.93,64.12,106.27,61.56,14.56,173.74,46.76,82.58,53.08
2017-05-24,78.28,36.9,63.81,106.22,61.16,14.53,173.66,46.67,82.29,53.13
2017-05-25,77.42,36.4,63.19,105.11,60.71,13.5,168.62,45.05,81.75,52.45
2017-05-26,77.44,36.41,62.45,104.72,61.0,13.52,170.24,45.35,81.55,52.82
2017-05-30,77.0,36.27,62.09,104.06,60.12,13.12,165.08,44.79,81.1,52.42
2017-05-31,76.11,36.15,61.47,103.48,58.93,13.02,166.86,44.69,80.5,52.04
2017-06-01,76.62,36.24,62.12,104.27,60.51,13.1,166.97,44.86,80.7,53.13
2017-06-02,76.37,35.91,62.1,103.11,60.7,12.72,164.88,44.26,79.5,52.7
2017-06-05,76.86,36.08,62.4,103.19,60.06,12.78,165.51,44.02,80.12,52.8
2017-06-06,77.04,36.24,62.29,104.17,61.65,12.88,168.71,44.48,81.21,53.09
2017-06-07,76.96,35.42,62.3,103.77,60.13,12.21,164.96,43.56,80.91,52.97
2017-06-08,77.4,35.41,63.18,104.0,58.61,12.09,163.43,43.07,80.62,53.43
2017-06-09,79.57,35.83,65.26,106.4,61.01,12.54,169.45,44.82,82.13,54.71
2017-06-12,80.21,35.81,65.92,108.04,60.85,12.62,167.81,45.72,82.93,54.47
2017-06-13,80.63,36.03,66.53,108.13,61.0,13.01,168.75,46.43,82.96,55.03
2017-06-14,78.78,35.37,64.75,106.6,60.12,12.64,164.86,45.42,82.07,53.35
2017-06-15,79.08,35.24,64.69,106.33,59.4,12.37,158.02,45.39,82.26,52.99
2017-06-16,80.94,36.0,65.8,108.35,61.83,12.52,158.79,46.53,83.49,53.77
2017-06-19,81.24,36.04,66.61,107.46,62.03,12.49,158.79,46.36,82.76,54.29
2017-06-20,79.55,34.98,65.65,106.48,60.77,12.06,157.88,45.82,82.31,52.85
2017-06-21,78.89,34.65,64.68,104.49,59.88,11.61,155.03,44.95,81.44,51.73
2017-06-22,78.91,34.6,64.82,104.45,60.21,11.59,154.75,44.81,81.08,51.17
2017-06-23,80.27,34.84,65.98,105.0,60.12,11.53,155.93,44.83,81.61,51.5
2017-06-26,80.24,34.88,66.04,104.14,60.01,11.53,155.21,44.23,81.24,51.33
2017-06-27,80.54,35.15,66.81,104.07,59.63,11.35,154.27,43.97,81.11,51.85
2017-06-28,81.79,35.27,67.47,104.28,59.57,11.45,155.66,43.96,81.53,52.62
2017-06-29,81.87,34.86,67.09,104.12,59.8,11.71,158.47,44.08,80.7,51.81
2017-06-30,82.69,34.65,67.46,104.33,59.87,11.85,159.58,43.96,80.73,52.33
2017-07-03,83.34,35.02,68.02,106.3,61.26,12.14,162.77,45.66,82.1,53.1
2017-07-05,82.33,34.42,67.07,104.62,59.75,11.74,159.41,44.16,80.85,52.9
2017-07-06,81.89,34.44,66.46,103.82,58.87,11.59,156.99,43.31,80.12,52.85
2017-07-07,82.6,34.36,68.18,103.49,58.68,11.47,156.03,43.0,80.22,54.07
2017-07-10,82.46,34.33,68.09,103.04,58.77,11.52,158.47,43.24,80.16,54.08
2017-07-11,82.36,34.36,67.93,103.12,58.94,11.59,160.38,43.35,80.6,54.2
2017-07-12,82.24,34.87,68.03,103.89,59.16,11.43,160.11,43.24,80.96,53.76
2017-07-13,81.72,34.72,67.78,104.13,59.5,11.45,160.65,43.25,80.97,53.84
2017-07-14,82.2,34.95,68.04,104.44,59.82,11.65,160.94,43.45,81.28,53.81
2017-07-17,81.81,34.92,67.43,104.21,60.04,11.59,162.83,43.19,80.86,54.31
2017-07-18,81.96,34.83,67.51,103.72,60.24,11.68,161.5,43.07,80.6,54.83
2017-07-19,82.92,35.03,68.03,104.46,60.89,12.25,163.94,43.66,80.85,55.55
2017-07-20,82.36,35.1,67.52,104.63,60.52,12.1,163.28,43.23,80.86,55.4
2017-07-21,82.85,34.68,67.78,103.25,60.03,11.85,160.21,42.65,80.12,55.34
2017-07-24,82.65,34.46,67.68,103.2,59.41,11.88,160.1,42.61,79.87,55.56
2017-07-25,84.45,34.9,68.44,104.39,61.01,12.34,162.6,43.65,80.27,56.02
2017-07-26,83.7,34.84,67.99,105.12,61.59,12.18,162.6,43.7,80.37,55.66
2017-07-27,84.51,34.99,67.59,106.11,62.14,12.23,163.9,44.66,80.83,56.15
2017-07-28,83.65,35.16,66.69,108.12,62.73,12.36,161.41,45.26,79.6,54.98
2017-07-31,83.75,35.14,68.97,109.19,61.93,12.23,163.1,45.37,80.04,55.99
2017-08-01,85.63,36.27,68.82,110.78,61.53,11.91,163.27,44.75,80.17,56.53
2017-08-02,86.67,36.4,68.5,110.46,61.37,12.04,145.68,45.61,80.6,56.2
2017-08-03,85.65,36.14,68.5,109.43,61.55,12.51,135.12,44.91,80.49,55.89
2017-08-04,85.6,36.33,68.53,110.11,62.09,12.9,135.34,45.56,80.21,55.79
2017-08-07,85.07,36.75,68.0,109.78,61.83,12.35,129.64,45.17,80.16,54.9
2017-08-08,85.02,36.54,67.79,110.35,61.35,12.37,135.38,45.63,79.96,54.44
2017-08-09,84.49,36.16,66.93,110.89,61.66,12.2,137.55,45.65,80.21,52.99
2017-08-10,83.64,35.47,66.2,110.11,61.34,12.05,135.26,44.97,78.97,52.21
2017-08-11,83.44,34.94,66.15,109.23,61.13,12.12,134.02,44.79,78.21,52.16
2017-08-14,83.88,34.68,66.79,108.71,61.24,11.63,132.84,44.54,78.23,52.31
2017-08-15,83.68,34.57,67.15,108.57,60.62,11.53,133.7,44.5,78.04,51.89
2017-08-16,83.03,34.29,65.99,106.84,59.7,11.19,131.63,43.69,77.47,51.06
2017-08-17,80.89,34.1,64.55,105.92,58.92,10.82,131.27,43.0,76.26,49.7
2017-08-18,81.56,34.16,64.75,106.48,59.15,10.87,131.95,43.11,76.64,50.11
2017-08-21,81.9,34.0,64.7,105.78,58.84,10.77,127.94,42.5,76.38,49.45
2017-08-22,82.23,34.15,65.58,106.36,59.16,10.89,128.06,43.19,76.74,49.67
2017-08-23,82.36,34.24,65.71,106.61,59.6,11.02,129.71,43.69,76.61,50.17
2017-08-24,83.87,34.18,67.44,107.44,59.13,10.99,128.41,43.3,76.33,51.13
2017-08-25,83.42,34.54,67.67,108.23,59.22,11.05,129.2,43.58,76.72,51.72
2017-08-28,83.65,34.47,68.42,107.76,59.13,10.92,128.46,43.05,76.47,52.52
2017-08-29,83.5,34.37,67.92,107.86,59.08,10.88,127.96,42.85,76.45,51.43
2017-08-30,83.6,34.37,68.41,107.73,59.17,10.9,128.8,43.41,76.1,52.33
2017-08-31,83.81,34.73,68.1,107.62,59.7,11.12,129.65,43.66,76.33,52.45
2017-09-01,84.43,34.77,69.2,108.76,59.75,11.27,130.64,44.24,76.57,54.28
2017-09-05,83.24,34.95,67.91,109.44,60.72,11.29,131.13,44.39,77.18,51.79
2017-09-06,83.36,35.32,68.11,111.79,61.62,11.73,133.08,45.06,78.78,52.37
2017-09-07,84.04,35.5,68.86,111.8,61.86,11.78,131.78,45.11,79.03,52.63
2017-09-08,84.7,35.32,69.54,110.78,60.24,11.31,128.5,44.47,78.82,53.42
2017-09-11,85.19,35.56,69.81,112.52,60.41,11.49,129.69,44.93,79.25,53.75
2017-09-12,85.73,35.75,70.21,112.49,60.78,11.59,129.92,44.93,79.5,53.77
2017-09-13,86.35,35.99,71.0,114.18,61.55,11.91,135.51,45.56,79.77,53.21
2017-09-14,86.24,36.33,69.94,114.45,61.58,11.93,136.93,45.83,80.09,52.34
2017-09-15,87.67,36.58,71.13,114.63,61.35,12.0,136.93,46.51,80.07,52.96
2017-09-18,88.31,36.65,72.2,115.19,61.8,12.02,137.0,47.09,80.09,53.58
2017-09-19,89.09,36.95,72.71,116.34,61.86,12.0,137.09,47.55,80.22,54.2
2017-09-20,89.07,37.23,73.18,116.37,62.49,12.42,141.27,48.33,80.55,54.43
2017-09-21,89.14,37.7,73.36,116.47,62.75,12.73,142.01,48.69,79.89,54.37
2017-09-22,89.89,37.82,74.29,117.29,62.94,12.79,144.01,49.08,79.92,54.73
2017-09-25,91.01,38.24,75.12,117.99,64.58,13.19,146.66,49.98,80.98,55.53
2017-09-26,91.35,37.87,74.96,117.52,64.44,13.4,147.58,49.67,80.89,55.38
2017-09-27,91.8,38.02,75.47,117.45,65.19,13.73,149.58,50.22,81.43,55.24
2017-09-28,91.79,38.42,76.74,117.62,64.97,13.53,147.55,50.0,82.19,55.47
2017-09-29,91.61,38.43,76.93,117.5,64.21,13.56,147.54,50.05,81.98,56.08
2017-10-02,92.38,38.39,77.05,117.43,64.11,13.59,151.29,50.31,81.63,55.89
2017-10-03,93.63,38.7,77.57,117.82,63.98,13.76,153.01,49.24,81.76,56.14
2017-10-04,93.43,38.65,77.69,117.58,64.39,13.9,151.76,49.31,81.79,56.31
2017-10-05,93.33,38.61,77.27,118.58,64.35,13.88,151.16,49.7,82.02,56.25
2017-10-06,92.82,38.26,77.23,117.03,63.91,13.55,150.47,48.86,81.71,56.02
2017-10-09,93.32,38.46,77.13,117.71,64.0,13.58,150.96,48.91,82.03,56.14
2017-10-10,93.47,38.81,77.37,118.8,64.5,13.62,150.67,49.19,82.26,56.25
2017-10-11,93.68,38.85,77.92,119.33,64.39,13.68,149.01,49.6,82.6,56.22
2017-10-12,94.34,39.01,77.91,119.14,64.22,13.62,146.24,49.81,82.43,56.55
2017-10-13,94.43,39.1,78.08,119.16,64.73,13.75,143.92,49.4,82.41,56.37
2017-10-16,90.87,39.19,77.42,120.13,64.77,13.85,143.69,49.72,82.81,55.72
2017-10-17,90.63,38.69,77.62,120.22,64.64,13.96,145.35,49.72,82.96,56.51
2017-10-18,90.24,38.72,77.62,118.15,64.63,13.77,145.09,49.71,82.76,56.75
2017-10-19,90.39,38.75,77.63,118.2,64.84,13.74,142.98,49.71,82.74,57.1
2017-10-20,90.8,38.75,77.54,118.64,65.47,13.93,144.75,50.25,83.11,57.49
2017-10-23,91.24,38.79,77.4,118.93,65.05,13.63,143.93,50.26,83.24,56.34
2017-10-24,91.83,39.0,77.69,119.23,65.82,13.71,143.22,50.99,83.47,56.99
2017-10-25,91.71,38.79,77.68,118.44,65.35,13.48,142.16,49.96,83.17,56.44
2017-10-26,91.18,38.65,76.29,118.44,64.62,13.56,142.31,51.46,83.47,57.27
2017-10-27,91.99,39.1,77.75,113.54,65.05,13.81,145.38,51.21,83.71,58.47
2017-10-30,91.02,39.62,78.4,114.39,64.96,14.16,146.26,51.39,83.54,59.06
2017-10-31,91.08,40.67,78.89,115.89,64.57,14.22,149.67,51.15,83.35,59.74
2017-11-01,92.3,40.76,80.71,115.9,65.46,14.87,153.97,52.1,83.87,60.89
2017-11-02,93.46,40.67,81.59,115.33,67.9,15.44,147.8,52.48,83.53,62.17
2017-11-03,93.58,40.56,80.88,114.99,68.26,15.58,150.29,52.96,83.18,62.2
2017-11-06,94.43,41.41,81.45,117.04,68.82,16.33,158.8,53.67,83.75,62.35
2017-11-07,94.57,41.48,81.83,117.24,68.75,16.16,161.67,53.48,83.58,63.11
2017-11-08,94.55,41.4,81.67,116.67,68.17,15.75,159.57,53.52,83.47,63.22
2017-11-09,94.42,40.72,81.28,117.24,68.7,15.78,161.14,53.53,83.97,61.66
2017-11-10,93.66,40.3,81.37,117.18,68.17,15.62,158.93,52.99,82.94,61.72
2017-11-13,93.32,39.88,80.67,117.23,67.93,15.55,156.92,52.57,82.89,62.2
2017-11-14,92.83,39.61,81.37,116.92,67.32,14.84,152.81,51.23,82.24,62.87
2017-11-15,92.57,39.09,81.48,116.45,66.67,14.79,151.51,50.49,81.21,61.5
2017-11-16,92.46,38.77,82.12,114.57,67.17,14.52,151.04,50.22,80.56,62.01
2017-11-17,92.65,39.09,82.88,114.71,68.4,15.05,152.22,50.13,80.24,62.27
2017-11-20,92.62,39.0,82.09,114.72,67.81,14.47,151.51,50.08,80.55,61.94
2017-11-21,93.62,39.13,83.8,115.17,67.88,14.52,152.23,50.01,80.87,62.29
2017-11-22,93.29,39.78,82.35,115.91,68.23,14.88,154.08,50.22,81.1,62.01
2017-11-24,93.64,40.05,82.25,116.51,68.42,15.13,154.1,50.47,81.42,62.03
2017-11-27,92.81,39.51,82.12,115.59,68.08,14.48,150.58,49.16,81.11,61.88
2017-11-28,94.05,39.9,83.24,116.45,68.96,14.56,151.09,50.13,81.67,62.22
2017-11-29,94.91,39.71,83.34,117.18,69.9,14.75,151.16,50.73,82.27,61.4
2017-11-30,97.56,40.07,85.62,118.99,70.5,14.84,156.04,50.88,83.29,62.63
2017-12-01,97.57,39.95,84.17,119.51,70.24,15.08,157.16,51.74,83.46,62.84
2017-12-04,97.53,39.91,83.63,120.84,70.06,14.9,156.35,51.29,83.57,63.3
2017-12-05,98.27,39.73,85.78,120.39,70.0,14.88,153.86,51.23,82.89,64.54
2017-12-06,97.59,39.58,84.97,119.61,69.27,14.45,150.66,50.38,82.28,63.46
2017-12-07,97.86,39.31,85.59,119.63,69.41,14.74,154.25,50.54,82.55,64.0
2017-12-08,99.55,39.64,87.6,119.92,68.87,15.15,155.9,51.57,82.66,64.75
2017-12-11,99.72,39.93,87.2,120.42,69.5,15.15,158.67,51.69,83.03,64.46
2017-12-12,99.07,40.66,86.94,119.68,70.03,15.18,158.99,51.96,82.76,64.49
2017-12-13,99.99,40.65,87.45,119.93,69.97,15.2,157.06,51.68,83.12,64.15
2017-12-14,99.55,40.63,87.48,119.53,70.55,15.12,156.58,52.31,82.9,64.66
2017-12-15,99.92,40.28,88.19,119.73,70.62,15.01,155.83,52.17,83.03,65.75
2017-12-18,99.98,40.84,88.93,119.7,70.97,15.43,159.31,52.34,82.94,66.01
2017-12-19,99.14,40.64,88.07,119.84,70.9,16.02,160.2,52.68,82.44,64.75
2017-12-20,100.72,40.95,90.16,120.89,71.88,16.32,167.2,54.25,82.87,65.66
2017-12-21,100.08,41.68,90.72,124.82,72.58,17.05,168.82,55.95,83.85,66.33
2017-12-22,100.89,41.29,91.13,124.98,72.99,16.9,171.12,55.5,83.97,66.36
2017-12-26,101.64,41.69,91.86,125.98,73.54,17.26,173.99,56.23,83.98,66.84
2017-12-27,102.06,41.72,92.14,125.55,73.32,17.01,172.44,55.59,83.9,66.42
2017-12-28,101.96,41.87,92.3,125.58,73.7,17.07,172.58,55.18,84.02,66.4
2017-12-29,101.15,42.03,91.91,125.19,73.66,16.93,172.85,54.89,83.64,65.98
2018-01-02,101.75,42.38,92.8,127.58,73.98,17.38,172.92,55.32,85.03,67.18
2018-01-03,102.43,42.87,93.29,128.51,75.0,17.67,176.34,56.34,86.7,68.61
2018-01-04,102.15,43.04,93.59,128.11,74.96,18.12,177.27,56.99,86.82,68.68
2018-01-05,102.16,43.1,94.03,127.9,74.55,17.89,176.51,56.88,86.75,69.34
2018-01-08,102.06,43.08,94.22,128.53,75.19,17.97,178.53,57.46,87.14,69.39
2018-01-09,101.72,42.87,94.1,127.84,74.89,18.05,177.95,57.93,86.77,69.0
2018-01-10,102.08,42.9,94.15,128.66,74.25,17.9,178.7,57.65,86.08,69.51
2018-01-11,102.37,43.27,94.55,132.57,75.82,18.6,184.17,59.18,86.93,70.25
2018-01-12,104.97,43.91,96.75,133.6,76.53,18.82,186.15,60.05,87.52,71.42
2018-01-16,103.5,42.46,96.15,132.01,75.27,18.24,182.51,58.84,86.97,70.78
2018-01-17,106.16,42.88,97.56,132.36,75.86,18.84,184.32,59.86,88.0,71.98
2018-01-18,105.29,42.9,96.46,131.59,75.39,18.69,184.38,59.76,87.43,71.49
2018-01-19,105.63,42.4,97.26,131.3,75.55,18.58,183.17,59.75,87.15,71.89
2018-01-22,106.66,43.39,98.95,132.56,77.63,19.28,186.3,60.67,88.25,73.16
2018-01-23,106.9,43.24,98.69,131.02,77.42,19.22,186.01,60.47,88.3,73.12
2018-01-24,104.63,43.94,97.66,131.39,77.56,19.28,188.33,60.49,88.53,71.59
2018-01-25,104.17,43.74,97.18,130.65,76.74,18.68,188.5,59.48,88.37,71.08
2018-01-26,106.59,43.81,98.69,131.19,77.18,18.84,188.36,60.39,89.0,71.74
2018-01-29,104.25,43.35,96.39,128.48,76.24,18.62,187.0,59.66,88.01,70.15
2018-01-30,102.28,42.81,94.34,125.23,74.76,18.06,182.66,58.46,86.78,69.13
2018-01-31,102.4,42.79,95.97,125.35,74.97,18.19,182.91,58.81,87.3,69.27
2018-02-01,100.86,43.36,94.69,125.57,76.1,18.43,186.65,59.35,89.07,68.69
2018-02-02,97.01,41.16,93.19,118.58,73.58,17.52,178.74,57.72,84.53,67.41
2018-02-05,95.21,39.78,89.77,112.62,70.91,16.78,171.82,55.94,79.72,64.58
2018-02-06,96.88,40.57,90.46,117.18,71.22,17.23,173.95,55.94,78.35,65.69
2018-02-07,95.61,40.0,89.84,115.29,69.87,16.33,176.2,55.63,76.94,65.09
2018-02-08,92.44,39.55,86.77,112.3,68.47,15.68,169.16,53.24,76.07,62.79
2018-02-09,92.6,39.11,88.22,113.5,68.18,15.51,165.05,52.02,75.78,63.84
2018-02-12,93.59,39.87,88.84,113.98,69.87,16.27,171.03,53.41,76.42,64.77
2018-02-13,93.76,39.69,89.48,113.29,69.72,16.07,172.17,53.32,76.3,66.08
2018-02-14,93.33,40.37,92.63,113.63,69.85,16.95,179.5,55.51,76.46,68.16
2018-02-15,92.77,39.84,93.0,112.53,69.43,16.32,179.59,54.54,76.21,67.8
2018-02-16,91.99,39.62,93.27,112.14,68.16,15.65,178.79,54.65,76.54,67.93
2018-02-20,90.99,39.52,91.58,110.98,67.99,15.85,178.25,54.84,75.75,66.25
2018-02-21,89.58,38.84,90.83,109.06,67.21,15.3,174.73,53.75,74.89,66.27
2018-02-22,90.13,39.25,92.05,109.89,67.92,15.18,177.41,54.91,75.86,66.46
2018-02-23,91.83,40.1,92.46,112.59,68.32,15.54,180.0,57.05,77.53,66.81
2018-02-26,92.52,40.29,93.31,114.6,67.27,15.34,179.69,56.59,78.84,66.29
2018-02-27,92.12,39.5,92.77,113.61,66.75,15.0,174.67,55.83,77.5,65.6
2018-02-28,90.37,38.86,90.42,111.92,65.6,14.52,170.23,54.31,75.74,64.06
2018-03-01,90.87,38.94,90.82,112.04,65.63,14.53,169.16,53.88,75.2,64.79
2018-03-02,91.37,38.7,92.2,111.64,65.64,14.86,168.89,54.06,75.55,65.19
2018-03-05,93.06,39.16,91.56,113.15,65.92,15.15,171.69,53.99,76.27,66.16
2018-03-06,93.93,39.55,91.72,113.65,65.66,15.03,169.96,54.06,76.18,67.39
2018-03-07,94.22,39.31,92.04,113.84,65.19,14.8,170.17,54.07,74.26,67.68
2018-03-08,95.19,39.46,93.31,113.35,62.96,14.83,167.68,53.57,74.12,69.03
2018-03-09,95.91,39.66,94.32,117.22,63.67,15.22,171.53,55.06,74.56,70.22
2018-03-12,94.99,39.85,92.69,116.79,63.89,15.09,171.19,54.74,75.24,69.27
2018-03-13,94.55,39.55,93.49,116.46,64.2,14.82,169.56,53.96,74.53,69.24
2018-03-14,94.21,38.87,92.66,115.13,64.04,14.87,169.04,53.96,73.6,69.36
2018-03-15,94.46,39.03,92.33,115.58,63.91,14.91,166.57,54.03,74.42,68.63
2018-03-16,95.79,39.48,93.79,115.4,64.45,15.12,169.34,54.93,75.12,69.68
2018-03-19,94.4,38.75,92.94,113.89,63.65,14.85,166.24,53.57,74.15,69.21
2018-03-20,95.1,39.04,94.47,114.5,63.91,15.26,169.86,54.7,73.99,71.46
2018-03-21,96.15,40.13,95.45,117.04,66.04,16.32,175.37,57.04,75.04,73.21
2018-03-22,94.7,39.03,93.04,113.7,65.18,15.84,172.34,56.5,73.5,72.97
2018-03-23,93.39,39.12,91.22,112.98,65.49,15.76,172.47,57.74,72.89,71.28
2018-03-26,96.0,40.42,94.25,115.35,67.2,16.27,175.57,59.08,74.0,73.68
2018-03-27,95.71,39.97,92.27,114.66,65.82,15.82,171.75,59.14,73.7,72.88
2018-03-28,94.33,39.6,90.28,112.1,63.15,15.32,167.52,58.73,72.81,71.82
2018-03-29,95.92,40.54,92.77,114.04,64.96,16.13,171.78,59.29,74.61,73.11
2018-04-02,94.95,39.91,91.56,112.24,64.67,15.57,166.91,58.09,73.22,71.8
2018-04-03,96.18,40.71,92.7,114.83,66.63,16.0,169.46,60.03,75.02,72.6
2018-04-04,95.99,41.03,93.35,114.48,66.62,15.89,169.28,59.56,74.87,72.57
2018-04-05,97.77,41.92,95.86,117.29,67.77,16.8,172.43,60.46,76.02,73.41
2018-04-06,96.97,41.76,95.18,114.76,67.53,16.24,168.13,59.26,74.87,72.45
2018-04-09,97.74,41.66,96.01,115.98,68.93,16.35,169.35,60.62,74.87,71.67
2018-04-10,100.25,42.78,98.89,118.85,70.51,17.06,178.32,62.34,77.07,73.7
2018-04-11,102.55,43.06,100.31,119.25,71.68,17.52,181.78,63.23,77.43,74.02
2018-04-12,102.63,43.06,100.53,119.23,71.78,17.63,182.61,63.24,77.22,74.25
2018-04-13,103.74,42.96,101.83,119.92,73.63,18.16,188.32,64.9,77.84,74.59
2018-04-16,106.82,42.72,105.49,120.7,74.91,18.19,191.13,65.73,78.54,77.52
2018-04-17,107.86,42.65,106.69,121.46,75.22,18.15,191.13,66.51,78.33,78.55
2018-04-18,108.89,43.53,107.54,123.82,75.92,18.23,194.45,66.42,79.22,78.78
2018-04-19,110.64,43.67,108.2,123.71,75.99,17.99,195.47,66.31,79.42,79.4
2018-04-20,110.99,43.5,108.55,122.31,76.47,18.02,194.95,65.79,79.0,79.76
2018-04-23,111.45,43.91,109.26,123.58,77.24,17.98,197.35,65.48,79.57,79.85
2018-04-24,109.23,44.24,108.29,122.54,77.34,17.71,196.06,65.31,78.35,79.78
2018-04-25,109.79,44.17,108.68,122.72,77.36,17.97,198.9,65.06,79.5,80.23
2018-04-26,112.52,44.85,111.54,124.22,77.6,18.46,200.73,66.97,80.86,82.93
2018-04-27,111.34,44.22,109.78,126.62,77.04,18.11,199.29,64.95,77.79,81.43
2018-04-30,111.31,44.59,110.93,125.11,77.26,18.25,201.55,65.5,77.75,74.91
2018-05-01,111.85,44.8,110.72,124.86,76.58,18.2,198.86,65.71,76.95,72.9
2018-05-02,114.52,44.7,112.25,125.49,76.83,18.3,196.33,65.45,76.8,75.84
2018-05-03,115.59,44.73,113.37,126.01,77.29,19.44,192.14,65.99,76.54,77.46
2018-05-04,115.61,45.34,113.39,125.53,77.71,19.72,194.19,66.86,76.9,76.94
2018-05-07,115.41,45.69,113.67,124.94,77.28,19.77,195.8,66.77,77.74,76.5
2018-05-08,116.25,45.33,113.19,126.57,78.2,20.44,197.65,67.74,78.09,75.31
2018-05-09,117.5,46.78,114.82,128.72,82.4,21.26,201.52,68.7,79.93,77.11
2018-05-10,117.96,45.88,114.49,128.82,83.86,21.14,203.19,69.34,81.72,77.54
2018-05-11,117.76,45.83,114.63,129.84,84.97,21.0,202.17,69.44,81.28,77.33
2018-05-14,118.29,46.4,115.87,130.39,84.89,21.42,201.62,69.59,81.83,78.34
2018-05-15,118.32,46.79,115.9,129.74,84.27,21.27,203.05,70.09,81.79,77.29
2018-05-16,118.16,46.71,114.99,129.56,84.26,21.18,206.08,69.85,82.02,76.73
2018-05-17,121.87,47.19,119.71,129.46,86.16,21.65,212.31,70.66,81.88,80.71
