Super Region,Sector,Ticker,Time Level,Unit,Source,Exchange,Sub-Sector,Company Name,Industry Level 2,Industry Level 1,Company Website,Statement Type,Market Cap,Financial Metric,Super Region,Value,Date Value,Period Value
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,SG&A EXPENSE,UNITED STATES,409000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,REVENUE GROWTH,UNITED STATES,-0.48,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBIT,UNITED STATES,-141000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM,UNITED STATES,1253000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,DIVIDEND PER SHARE,UNITED STATES,0.98,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EARNINGS BEFORE TAX MARGIN,UNITED STATES,0.16,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EPS DILUTED,UNITED STATES,-4.46,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,COST OF REVENUE,UNITED STATES,8144000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,CVX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CHEVRON CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CHEVRON.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,PROFIT MARGIN,UNITED STATES,-0.51,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,REVENUE GROWTH,UNITED STATES,-0.77,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM,UNITED STATES,-909384000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,COST OF REVENUE,UNITED STATES,25880000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME,UNITED STATES,-1380000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME,UNITED STATES,-1080000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,CONSOLIDATED INCOME,UNITED STATES,-141000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,FREE CASH FLOW MARGIN,UNITED STATES,0.07,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EARNINGS BEFORE TAX MARGIN,UNITED STATES,-0.04,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBITDA,UNITED STATES,-64000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME,UNITED STATES,-141000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT,UNITED STATES,1077606000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,SG&A EXPENSE,UNITED STATES,297000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,REVENUE,UNITED STATES,2749000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EPS DILUTED,UNITED STATES,0.01,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS PROFIT,UNITED STATES,1792000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,REVENUE,UNITED STATES,15024000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN,UNITED STATES,-0.03,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS MARGIN,UNITED STATES,0.2,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE,UNITED STATES,317000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,REVENUE,UNITED STATES,32277000000,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBITDA MARGIN,UNITED STATES,0.11,6/30/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,SG&A EXPENSE,UNITED STATES,821000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME,UNITED STATES,-9234000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,REVENUE GROWTH,UNITED STATES,-0.19,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MPC,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON PETROLEUM CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.MARATHONPETROLEUM.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING EXPENSES,UNITED STATES,-71000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,FREE CASH FLOW MARGIN,UNITED STATES,0.01,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EPS,UNITED STATES,-0.14,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL),UNITED STATES,4270000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,XOM,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EXXON MOBIL CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.CORPORATE.EXXONMOBIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBIT,UNITED STATES,-258000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,OXY,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,OCCIDENTAL PETROLEUM CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.OXY.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM,UNITED STATES,-2013000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,OXY,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,OCCIDENTAL PETROLEUM CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.OXY.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,DIVIDEND PER SHARE,UNITED STATES,1.02,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,OXY,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,OCCIDENTAL PETROLEUM CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.OXY.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE,UNITED STATES,352000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,OXY,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,OCCIDENTAL PETROLEUM CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.OXY.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME,UNITED STATES,-2013000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,OXY,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,OCCIDENTAL PETROLEUM CORPORATION,OIL & GAS - INTEGRATED,ENERGY,HTTP://WWW.OXY.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBITDA MARGIN,UNITED STATES,0.47,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INCOME TAX EXPENSE,UNITED STATES,-616000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EPS,UNITED STATES,-4.54,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME,UNITED STATES,-2277000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PXD,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PIONEER NATURAL RESOURCES COMPANY,OIL & GAS - E&P,ENERGY,HTTP://WWW.PXD.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EARNINGS BEFORE TAX MARGIN,UNITED STATES,0.18,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PXD,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PIONEER NATURAL RESOURCES COMPANY,OIL & GAS - E&P,ENERGY,HTTP://WWW.PXD.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,SG&A EXPENSE,UNITED STATES,59000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EPS DILUTED,UNITED STATES,-1.6,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN,UNITED STATES,-0.28,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,COP,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,CONOCOPHILLIPS,OIL & GAS - E&P,ENERGY,HTTP://WWW.CONOCOPHILLIPS.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM,UNITED STATES,-1739000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,MRO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,MARATHON OIL CORPORATION,OIL & GAS - E&P,ENERGY,HTTP://WWW.MARATHONOIL.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EPS,UNITED STATES,-0.06,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,GROSS PROFIT,UNITED STATES,2096000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EPS DILUTED,UNITED STATES,-5.66,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING EXPENSES,UNITED STATES,1341000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET PROFIT MARGIN,UNITED STATES,-0.12,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING INCOME,UNITED STATES,279000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,NET INCOME COM,UNITED STATES,-2496000000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,PERCENT,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBITDA MARGIN,UNITED STATES,0.23,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,REVENUE,UNITED STATES,4701232000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,R&D EXPENSES,UNITED STATES,32849000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT,UNITED STATES,580283000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL),UNITED STATES,580283000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,SG&A EXPENSE,UNITED STATES,271633000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,OPERATING EXPENSES,UNITED STATES,2861017000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,COST OF REVENUE,UNITED STATES,1782630000,3/31/2020,d
UNITED STATES,FINANCIAL MARKET,EOG,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,EOG RESOURCES INC.,OIL & GAS - E&P,ENERGY,HTTP://WWW.EOGRESOURCES.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,EBIT,UNITED STATES,57585000,3/31/2020,d
